Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
2015.0,14,159.0,24,8.0,75.57640400733186,349,8,148,674,839,52848.0,0.0
2016.0,1,128.0,103,8.0,94.0,90,533,204,721,349,505918.0,151101803.0
2016.0,12,118.0,85,8.0,69.0,150,166,582,720,836,213970.0,51739495.0
2015.0,14,144.0,51,8.0,80.0,411,424,370,469,481,760094.0,228433663.0
2016.0,12,108.0,67,8.0,78.0,66,501,340,271,375,434143.0,341268248.0
2015.0,14,159.0,25,8.0,75.3101705039096,437,487,640,673,794,102972.0,6738000.0
2013.0,12,137.0,68,8.0,89.0,192,119,324,539,366,38746.0,1506975.0
2017.0,12,113.0,138,8.0,66.0,464,275,602,324,457,141923.0,132422809.0
2019.0,14,154.0,165,8.0,65.0,545,625,571,676,887,31886.0,5566534.0
2013.0,14,144.0,132,8.0,76.33095743344515,349,8,54,519,408,51069.0,1079369.0
2013.0,8,96.0,137,8.0,82.0,113,86,234,394,470,81770.0,1010414.0
2014.0,1,150.0,24,8.0,71.0,149,265,824,56,674,114316.0,2625803.0
2014.0,14,114.0,91,8.0,73.0,343,61,437,547,26,685201.0,91125683.0
2014.0,14,121.0,2,8.0,76.0,205,124,797,94,934,1043455.0,333176600.0
2017.0,14,164.0,27,8.0,81.0,110,249,683,27,184,461823.0,92054159.0
2013.0,1,126.0,173,8.0,90.0,458,311,31,755,755,540772.0,25568251.0
2018.0,14,134.0,88,8.0,49.0,64,496,483,289,77,450349.0,216428042.0
2015.0,1,156.0,4,8.0,76.0,14,382,774,870,205,705589.0,183637894.0
2012.0,14,103.0,172,8.0,67.0,464,392,206,227,694,462252.0,17738570.0
2010.0,15,115.0,22,8.0,71.0,263,629,304,31,637,79200.0,100119.0
2010.0,12,118.0,87,8.0,88.0,501,138,255,295,193,639603.0,138797449.0
2011.0,14,146.0,137,8.0,62.0,479,195,800,614,113,428521.0,169708112.0
2016.0,8,108.0,2,8.0,65.0,496,535,567,797,219,902669.0,363070709.0
2009.0,11,119.0,167,8.0,87.0,42,237,712,805,619,45803.0,106662.0
2009.0,1,144.0,172,8.0,77.07775486797223,40,2,496,437,197,28749.0,10950.0
2008.0,8,106.0,16,8.0,59.0,527,172,723,779,467,211427.0,0.0
2010.0,14,165.0,137,8.0,50.0,270,556,423,769,486,98575.0,4018695.0
2009.0,15,128.0,30,8.0,77.51268785450259,291,198,536,316,73,31838.0,0.0
2008.0,14,120.0,172,8.0,84.0,95,393,161,250,795,798882.0,141319928.0
2010.0,1,108.0,179,8.0,79.0,97,458,555,857,912,699673.0,106954678.0
2007.0,8,115.0,22,8.0,33.0,263,629,38,107,637,98097.0,8060.0
2012.0,14,143.0,11,8.0,69.0,262,516,119,755,398,1260806.0,623279547.0
2007.0,6,96.0,72,8.0,90.0,517,413,115,116,279,88656.0,4445756.0
2013.0,8,117.0,85,8.0,80.0,218,426,361,350,831,441614.0,27298285.0
2006.0,12,117.0,85,8.0,64.0,147,635,761,334,104,448930.0,163566459.0
2006.0,1,143.0,52,8.0,64.0,120,382,171,363,469,499439.0,57366262.0
2007.0,14,115.0,33,8.0,85.0,372,424,184,377,458,604694.0,227471070.0
2004.0,12,88.0,130,8.0,72.0,281,555,284,310,409,50610.0,238507.0
2005.0,1,124.0,136,8.0,74.0,142,491,661,576,164,738512.0,74103820.0
2007.0,6,112.0,85,8.0,92.0,266,373,519,218,578,103284.0,5990075.0
2004.0,15,127.0,44,8.0,78.13258612997194,547,110,839,627,778,56960.0,0.0
2007.0,12,111.0,67,8.0,96.0,58,285,80,507,690,641645.0,206445654.0
2006.0,6,144.0,12,8.0,80.0,310,145,216,419,392,582239.0,167445960.0
2004.0,1,137.0,24,8.0,83.0,391,617,153,567,183,683900.0,66208183.0
2003.0,15,110.0,137,8.0,82.0,31,628,310,467,658,42399.0,502028.0
2003.0,8,103.0,172,8.0,85.0,281,359,825,409,506,77520.0,2380788.0
2014.0,12,126.0,85,8.0,74.0,13,294,70,505,563,77554.0,2086345.0
2005.0,14,144.0,87,8.0,69.0,433,531,650,154,692,176151.0,61649911.0
2003.0,12,186.0,104,8.0,54.0,357,489,711,737,383,63460.0,1787378.0
2002.0,14,101.0,22,8.0,75.0,28,11,39,834,50,117857.0,169659.0
2003.0,14,143.0,6,8.0,63.0,168,327,255,623,492,1015122.0,305413918.0
2003.0,12,125.0,47,8.0,58.0,495,202,14,85,403,415218.0,66257002.0
2004.0,12,115.0,62,8.0,90.0,58,139,695,303,376,657047.0,261441092.0
2001.0,15,137.0,105,8.0,78.38137827400178,200,582,420,317,820,45403.0,0.0
2003.0,8,178.0,122,8.0,60.0,285,462,614,478,314,137963.0,1530386.0
2001.0,15,110.0,100,8.0,79.22982923502312,538,658,826,186,28,33592.0,0.0
2001.0,8,113.0,169,8.0,88.0,406,276,358,538,333,740086.0,1480006.0
1999.0,8,188.0,137,8.0,77.0,376,602,342,423,705,289742.0,22455976.0
2000.0,12,140.0,128,8.0,61.0,285,73,106,178,702,102285.0,4184036.0
1999.0,12,112.0,85,8.0,86.0,103,505,724,345,443,82002.0,6203044.0
1997.0,1,81.0,76,8.0,80.50695073929228,443,340,652,773,600,58192.0,776665.0
1998.0,8,105.0,137,8.0,82.0,493,616,286,818,684,78341.0,1647780.0
1998.0,8,110.0,137,8.0,80.0,522,209,799,542,819,36419.0,5595428.0
1999.0,5,86.0,62,8.0,85.0,58,183,281,362,888,172083.0,23159305.0
1997.0,15,87.0,21,8.0,80.53256033534271,491,598,333,816,649,27721.0,3296.0
1996.0,8,135.0,137,8.0,84.0,48,69,182,326,434,86838.0,24475416.0
1996.0,12,136.0,100,8.0,91.0,339,601,83,658,161,37564.0,13417292.0
1995.0,1,129.0,198,8.0,74.0,487,93,488,93,445,578443.0,57141459.0
1995.0,14,83.0,63,8.0,76.0,302,49,301,8,518,129231.0,515905.0
1993.0,12,76.0,81,8.0,82.0,182,150,123,118,910,300208.0,75082668.0
1993.0,12,101.0,111,8.0,72.0,178,66,35,133,829,577991.0,70906973.0
1993.0,8,180.0,122,8.0,47.0,480,143,368,76,245,28825.0,4496583.0
1992.0,14,156.0,137,8.0,59.0,309,9,121,340,272,263918.0,63895607.0
1992.0,12,90.0,67,8.0,86.0,432,324,704,713,541,373845.0,217350219.0
1991.0,14,189.0,156,8.0,72.0,364,355,245,329,896,142110.0,70405498.0
1991.0,3,84.0,81,8.0,95.0,151,363,603,697,402,417178.0,218967620.0
1990.0,12,181.0,54,8.0,72.0,277,355,515,280,753,240266.0,184208848.0
1989.0,8,120.0,100,8.0,93.0,459,149,601,722,739,89429.0,27545445.0
1988.0,12,133.0,137,8.0,65.0,44,174,772,845,287,473064.0,178800000.0
1988.0,14,124.0,66,8.0,79.93122971829243,271,449,594,517,852,164918.0,553171.0
1987.0,12,98.0,55,8.0,77.0,413,103,499,714,155,393899.0,30857814.0
1987.0,12,128.0,147,8.0,79.0,528,94,727,626,172,64722.0,3333969.0
1987.0,12,104.0,182,8.0,88.0,293,221,643,240,825,31163.0,4542825.0
1986.0,12,125.0,68,8.0,78.0,179,430,436,468,639,150140.0,0.0
1984.0,14,107.0,34,8.0,84.0,202,45,478,563,695,799795.0,38400000.0
1982.0,12,191.0,87,8.0,79.0,402,59,391,716,761,217664.0,52767889.0
1980.0,12,180.0,157,8.0,84.0,9,591,786,455,410,32195.0,0.0
1979.0,5,130.0,100,8.0,83.0,176,481,717,558,355,65625.0,30177511.0
1977.0,1,93.0,119,8.0,92.0,532,643,164,836,131,251823.0,39200000.0
1975.0,1,124.0,61,8.0,87.0,470,529,663,688,553,543388.0,260000000.0
1975.0,12,125.0,84,8.0,86.0,456,9,387,647,834,235652.0,50000000.0
1974.0,1,106.0,93,8.0,80.0,324,226,489,536,698,143359.0,86300000.0
1973.0,8,151.0,84,8.0,58.0,143,574,181,852,209,121627.0,53267000.0
1973.0,1,122.0,192,8.0,81.0,525,187,526,496,526,362393.0,232906145.0
1972.0,5,138.0,199,8.0,82.8084577983353,258,374,539,15,430,44748.0,4081254.0
1971.0,8,118.0,172,8.0,93.0,381,600,354,157,78,42456.0,29133000.0
1971.0,3,181.0,140,8.0,67.0,361,610,593,487,645,39491.0,80500000.0
1970.0,14,113.0,137,8.0,100.0,47,300,734,258,246,27067.0,541940.0
1969.0,5,110.0,84,8.0,66.0,161,473,660,447,832,201888.0,102308889.0
1968.0,1,137.0,158,8.0,96.0,431,433,386,728,813,193674.0,0.0
1968.0,12,112.0,60,8.0,79.0,143,115,669,460,607,165167.0,33395426.0
1967.0,1,106.0,105,8.0,83.0,341,174,44,447,909,253676.0,104945305.0
1966.0,1,131.0,137,8.0,75.0,341,185,654,265,787,68926.0,0.0
1965.0,12,172.0,86,8.0,63.0,425,338,132,210,742,205425.0,163214286.0
1965.0,1,197.0,175,8.0,69.0,101,467,417,267,752,69903.0,111722000.0
1964.0,1,99.0,32,8.0,65.0,449,135,263,526,913,198219.0,14500000.0
1963.0,15,138.0,137,8.0,91.0,133,404,48,149,786,108844.0,50690.0
1962.0,15,80.0,137,8.0,86.05036159981077,217,34,686,32,305,28057.0,0.0
1961.0,1,134.0,178,8.0,90.0,422,473,319,661,283,75067.0,8284000.0
1960.0,1,174.0,100,8.0,95.0,133,404,41,48,924,66621.0,19516000.0
1959.0,7,141.0,32,8.0,93.0,187,326,156,694,42,56305.0,12535000.0
1959.0,15,161.0,129,8.0,95.0,369,282,465,72,61,59847.0,11900000.0
1958.0,6,95.0,124,8.0,99.0,368,115,599,348,444,98431.0,2237659.0
1958.0,1,108.0,137,8.0,84.0,403,185,619,103,351,45062.0,17570324.0
1957.0,2,96.0,149,8.0,100.0,18,96,780,792,593,28137.0,0.0
1956.0,2,84.0,124,8.0,91.0,463,572,140,856,382,81702.0,0.0
1955.0,15,92.0,124,8.0,99.0,75,517,715,494,365,81980.0,654000.0
1954.0,15,108.0,137,8.0,86.26572116123003,133,39,265,685,18,58314.0,0.0
1955.0,15,117.0,126,8.0,85.83590721027707,180,567,804,641,145,61503.0,0.0
1953.0,15,120.0,107,8.0,84.0,49,637,175,625,751,51046.0,0.0
1953.0,15,118.0,119,8.0,78.0,526,240,62,204,317,127256.0,0.0
1951.0,1,122.0,137,8.0,97.0,122,627,510,460,478,99182.0,8000000.0
1950.0,15,94.0,150,8.0,87.48432862966229,353,262,267,243,125,26784.0,0.0
1949.0,12,106.0,94,8.0,87.24279669589697,419,164,17,846,412,34485.0,0.0
1948.0,1,80.0,129,8.0,73.0,22,282,389,229,198,129783.0,0.0
1947.0,15,97.0,124,8.0,87.81463874533341,199,517,336,462,735,32784.0,0.0
1945.0,12,86.0,172,8.0,92.0,101,109,783,783,451,35601.0,0.0
1944.0,7,88.0,150,8.0,88.50583899255417,369,225,146,150,889,42725.0,4360000.0
1946.0,2,170.0,175,8.0,93.0,526,456,146,249,849,57259.0,23650000.0
1942.0,15,118.0,99,8.0,87.75951508111268,140,104,629,679,351,65101.0,0.0
1941.0,15,100.0,189,8.0,96.0,241,262,514,275,701,148928.0,2108060.0
1940.0,7,129.0,152,8.0,96.0,237,252,335,389,146,85559.0,55000.0
1939.0,12,102.0,55,8.0,92.0,514,230,534,612,745,371379.0,2076020.0
1939.0,15,110.0,100,8.0,88.70115086967411,215,403,591,644,636,26725.0,0.0
1934.0,11,91.0,96,8.0,86.0,520,639,569,550,656,26642.0,0.0
1930.0,12,152.0,182,8.0,91.0,292,385,481,405,59,57318.0,3270000.0
1925.0,15,75.0,156,8.0,97.0,448,14,803,282,347,53054.0,50970.0
2019.0,14,130.0,95,7.9,82.0,400,145,119,27,373,454203.0,165359751.0
2020.0,14,101.0,105,7.9,74.63177140396652,345,579,697,736,793,111478.0,0.0
2018.0,1,121.0,122,7.9,93.0,184,389,690,461,613,62754.0,3313513.0
2019.0,12,137.0,105,7.9,94.0,360,4,702,420,70,246644.0,2000000.0
2017.0,14,132.0,172,7.9,93.0,295,44,768,570,30,212651.0,18095701.0
2016.0,14,100.0,137,7.9,78.0,273,373,152,294,806,53818.0,258168.0
2018.0,12,101.0,67,7.9,82.0,524,95,451,209,94,139114.0,32015231.0
2016.0,14,101.0,40,7.9,81.0,476,538,414,695,714,111483.0,5202582.0
2016.0,8,118.0,100,7.9,72.0,319,624,259,745,46,189400.0,5875006.0
2016.0,6,106.0,103,7.9,79.0,235,208,4,525,353,85109.0,3237118.0
2017.0,14,130.0,2,7.9,74.0,476,122,775,115,585,587775.0,315058289.0
2014.0,1,117.0,132,7.9,76.0,92,276,649,83,747,466134.0,32381218.0
2019.0,14,108.0,107,7.9,58.0,476,524,764,755,841,297918.0,349555.0
2016.0,14,116.0,176,7.9,81.0,110,23,365,237,629,594181.0,100546139.0
2015.0,12,138.0,11,7.9,80.0,195,141,384,624,205,860823.0,936662225.0
2013.0,8,109.0,172,7.9,94.0,408,201,418,759,57,141457.0,8114627.0
2014.0,14,132.0,11,7.9,75.0,64,472,300,307,368,659763.0,233921534.0
2011.0,15,157.0,122,7.9,82.0,362,455,826,804,6,41995.0,138730.0
2011.0,12,100.0,105,7.9,89.0,335,296,96,395,362,230624.0,44671682.0
2014.0,14,113.0,11,7.9,71.0,117,602,202,83,102,600004.0,100206256.0
2012.0,14,127.0,172,7.9,94.0,330,300,208,321,24,93090.0,6739492.0
2019.0,8,209.0,84,7.9,94.0,313,514,9,384,319,324720.0,7000000.0
2009.0,1,155.0,122,7.9,90.0,198,583,584,3,729,93560.0,2084637.0
2009.0,8,97.0,169,7.9,67.0,118,540,444,197,762,335152.0,5009677.0
2008.0,8,114.0,123,7.9,82.0,504,368,477,649,326,205609.0,2122065.0
2009.0,1,112.0,35,7.9,81.0,351,560,154,351,659,638202.0,115646235.0
2008.0,14,109.0,178,7.9,80.0,97,445,506,225,584,289415.0,26236603.0
2007.0,12,138.0,105,7.9,75.98641640148213,189,558,425,806,181,47720.0,410800.0
2014.0,1,165.0,137,7.9,100.0,408,186,606,223,232,335533.0,25379975.0
2007.0,15,113.0,137,7.9,97.0,86,25,457,862,25,56625.0,1185783.0
2009.0,14,127.0,11,7.9,82.0,195,123,834,778,533,577336.0,257730019.0
2008.0,8,107.0,95,7.9,67.0,311,137,85,145,236,390334.0,7757130.0
2007.0,15,87.0,146,7.9,76.58618608798011,410,156,781,388,237,174125.0,0.0
2006.0,14,141.0,4,7.9,89.0,84,353,434,838,776,154011.0,13756082.0
2006.0,8,117.0,47,7.9,64.0,478,377,108,435,505,107290.0,2280348.0
2012.0,12,127.0,47,7.9,79.0,33,576,307,4,840,580708.0,124987023.0
2009.0,5,87.0,67,7.9,83.0,524,229,535,81,379,199696.0,21002919.0
2005.0,15,129.0,100,7.9,81.0,218,443,500,168,937,31476.0,0.0
2004.0,6,97.0,162,7.9,56.0,80,245,235,357,468,57430.0,3635164.0
2008.0,14,126.0,11,7.9,79.0,251,516,275,812,389,939644.0,318412101.0
2004.0,14,99.0,112,7.9,76.0,119,566,579,444,558,512249.0,13542874.0
2004.0,8,121.0,172,7.9,78.0,132,72,720,290,931,51325.0,0.0
2003.0,1,138.0,129,7.9,84.0,84,553,766,457,244,419420.0,90135191.0
2004.0,12,142.0,55,7.9,82.0,20,148,206,726,740,552493.0,249358727.0
2002.0,6,120.0,7,7.9,85.0,539,307,779,514,933,173999.0,53710019.0
2002.0,8,112.0,168,7.9,86.0,378,528,345,174,534,104691.0,9284265.0
2001.0,8,98.0,107,7.9,84.0,94,84,648,233,286,44618.0,1059830.0
2001.0,12,115.0,63,7.9,61.0,453,592,292,883,76,42897.0,1000045.0
2002.0,14,119.0,33,7.9,68.0,117,215,521,132,164,508771.0,121661683.0
2000.0,8,114.0,132,7.9,80.0,130,500,248,278,599,49721.0,1221261.0
2006.0,1,109.0,51,7.9,84.0,20,337,139,128,620,465113.0,35552383.0
2000.0,1,122.0,40,7.9,90.0,67,70,609,445,264,252586.0,32534850.0
2001.0,8,147.0,170,7.9,85.0,103,457,455,433,388,322031.0,7220243.0
1999.0,12,92.0,67,7.9,88.0,243,48,467,828,860,527512.0,245852179.0
1997.0,8,155.0,137,7.9,85.0,376,416,415,104,560,239473.0,26400640.0
1995.0,12,111.0,77,7.9,75.0,541,647,309,801,807,51943.0,0.0
1994.0,1,102.0,122,7.9,77.0,287,499,758,516,459,31590.0,2201126.0
1993.0,8,119.0,130,7.9,59.0,508,130,606,189,880,206918.0,12281500.0
1993.0,12,94.0,164,7.9,85.0,283,339,836,425,83,89836.0,1324974.0
1993.0,1,94.0,62,7.9,79.45239497816382,540,369,201,802,680,34529.0,0.0
1993.0,1,144.0,132,7.9,65.0,60,9,707,648,427,201000.0,36948322.0
1990.0,12,105.0,147,7.9,74.0,495,327,818,193,52,447368.0,56362352.0
1989.0,12,103.0,85,7.9,97.0,228,146,84,20,511,68076.0,14743391.0
1989.0,6,104.0,100,7.9,77.0,532,419,821,79,160,54670.0,18254702.0
1987.0,1,119.0,132,7.9,79.0,60,355,705,701,144,281842.0,76270454.0
1986.0,6,107.0,100,7.9,90.0,532,433,167,564,72,67176.0,40084041.0
1985.0,12,132.0,176,7.9,84.0,487,329,447,701,484,187567.0,9929135.0
1984.0,8,82.0,113,7.9,92.0,413,513,544,140,507,128812.0,188751.0
1983.0,12,93.0,108,7.9,77.0,52,476,531,172,798,132947.0,20605209.0
1980.0,12,133.0,2,7.9,60.0,242,316,145,106,417,183182.0,57229890.0
1979.0,8,96.0,105,7.9,83.0,532,643,164,527,626,131436.0,45700000.0
1979.0,1,123.0,163,7.9,72.0,53,529,371,39,529,28223.0,37823676.0
1978.0,1,127.0,8,7.9,71.0,156,154,438,758,277,111512.0,5100000.0
1976.0,12,138.0,87,7.9,84.0,11,174,660,332,592,103031.0,70600000.0
1973.0,8,114.0,47,7.9,76.0,15,13,294,886,452,37183.0,61001.0
1973.0,8,123.0,101,7.9,81.63062403979464,133,400,90,663,58,39897.0,0.0
1972.0,5,102.0,93,7.9,93.0,296,210,159,636,115,38737.0,198809.0
1972.0,15,95.0,1,7.9,82.49634069675446,523,365,682,296,189,52397.0,0.0
1971.0,5,91.0,105,7.9,62.0,176,532,92,861,173,70826.0,0.0
1970.0,12,172.0,92,7.9,91.0,143,228,427,787,628,93741.0,61700000.0
1969.0,1,145.0,14,7.9,97.0,439,637,211,707,220,77401.0,12064472.0
1968.0,15,96.0,196,7.9,89.0,156,173,413,442,579,116557.0,89029.0
1968.0,5,134.0,87,7.9,82.3830503976269,35,479,429,49,420,29003.0,22276975.0
1967.0,12,110.0,129,7.9,75.0,361,563,668,867,525,67804.0,24379978.0
1963.0,12,113.0,118,7.9,83.0,461,104,62,865,361,68689.0,13474588.0
1962.0,6,126.0,179,7.9,94.0,238,214,460,348,41,71122.0,0.0
1960.0,1,197.0,38,7.9,87.0,463,362,461,356,143,124339.0,30000000.0
1960.0,12,144.0,167,7.9,83.09832975513956,336,217,565,481,207,26542.0,0.0
1959.0,15,90.0,172,7.9,84.77694179336689,10,197,190,784,707,28421.0,88300.0
1956.0,12,220.0,46,7.9,82.27133263911233,72,115,830,42,224,63560.0,93740000.0
1956.0,7,119.0,54,7.9,94.0,237,326,356,848,898,80316.0,0.0
1955.0,12,118.0,137,7.9,72.0,122,279,645,426,117,40313.0,0.0
1952.0,5,85.0,181,7.9,89.0,145,219,270,819,548,97222.0,9450000.0
1951.0,1,101.0,134,7.9,88.0,22,205,664,729,531,123341.0,7630000.0
1950.0,2,104.0,102,7.9,85.58320766392114,181,282,806,872,886,52573.0,0.0
1947.0,15,96.0,101,7.9,88.0,162,177,525,401,281,41625.0,2650000.0
1946.0,12,102.0,151,7.9,100.0,22,104,303,148,554,92306.0,10464000.0
1946.0,7,114.0,133,7.9,85.79860511551945,187,262,458,402,591,78796.0,6540000.0
1945.0,7,101.0,149,7.9,86.65525228001215,49,498,337,657,334,33549.0,9460000.0
1940.0,15,112.0,119,7.9,96.0,157,104,429,341,772,63550.0,0.0
1940.0,7,92.0,105,7.9,87.44098871280494,187,104,674,670,281,53667.0,296000.0
1938.0,5,102.0,10,7.9,97.0,329,638,213,620,75,47175.0,3981000.0
1935.0,7,96.0,114,7.9,88.2655587592267,441,176,272,125,313,30580.0,2537520.0
1933.0,7,100.0,58,7.9,90.0,327,199,223,698,108,78991.0,10000000.0
1932.0,15,64.0,158,7.9,80.0,497,630,471,615,758,42117.0,0.0
1922.0,15,94.0,187,7.9,89.88141053001908,129,428,22,287,302,88794.0,0.0
2019.0,1,113.0,17,7.8,51.0,175,426,111,574,399,237392.0,0.0
2018.0,14,138.0,30,7.8,73.01707316434036,322,17,794,668,811,25344.0,0.0
2019.0,8,120.0,162,7.8,81.0,96,511,598,642,524,27187.0,0.0
2016.0,14,124.0,137,7.8,85.0,42,557,753,62,638,51240.0,2402067.0
2017.0,14,106.0,26,7.8,94.0,83,211,67,532,866,555092.0,188373161.0
2016.0,15,96.0,100,7.8,74.30387015692742,370,235,42,521,221,57168.0,0.0
2016.0,14,127.0,87,7.8,74.0,490,589,596,347,500,200876.0,169607287.0
2017.0,12,103.0,41,7.8,88.0,374,60,296,306,780,61594.0,40442052.0
2016.0,1,148.0,22,7.8,73.02394958472874,3,558,26,440,201,27175.0,0.0
2016.0,5,101.0,62,7.8,84.0,509,114,59,548,721,118035.0,48023088.0
2016.0,12,184.0,90,7.8,71.92812469742543,349,579,445,53,202,40416.0,1782795.0
2016.0,14,137.0,137,7.8,96.0,275,105,551,473,557,246963.0,47695120.0
2015.0,8,100.0,157,7.8,75.0,314,522,480,385,635,35539.0,435266.0
2016.0,14,133.0,11,7.8,65.0,148,207,169,12,213,556608.0,532177324.0
2016.0,14,147.0,11,7.8,75.0,36,314,119,702,796,663649.0,408084349.0
2015.0,1,168.0,129,7.8,68.0,391,545,452,364,897,517059.0,54117416.0
2019.0,12,135.0,172,7.8,91.0,171,549,206,236,234,143250.0,108101214.0
2017.0,14,94.0,71,7.8,62.0,116,260,179,368,749,50778.0,6735118.0
2014.0,8,119.0,83,7.8,79.0,321,67,302,196,682,51841.0,0.0
2013.0,6,130.0,167,7.8,85.0,42,99,746,16,696,45002.0,1330596.0
2013.0,15,141.0,137,7.8,86.0,371,608,102,733,129,81125.0,2852400.0
2013.0,12,104.0,172,7.8,76.0,412,267,586,599,540,50523.0,4231500.0
2012.0,14,126.0,119,7.8,74.1763352696153,454,52,823,47,203,39710.0,169209.0
2014.0,12,102.0,62,7.8,74.0,114,127,684,756,371,410983.0,222527828.0
2013.0,8,123.0,102,7.8,55.0,404,168,635,82,561,303032.0,15322921.0
2012.0,12,134.0,101,7.8,74.00502042441212,152,569,1,556,712,33618.0,1670773.0
2013.0,6,126.0,72,7.8,83.0,179,254,291,578,601,73690.0,5209580.0
2019.0,12,100.0,67,7.8,84.0,261,604,765,45,871,203177.0,434038008.0
2013.0,8,131.0,129,7.8,49.0,167,227,373,794,210,108399.0,85433.0
2012.0,1,94.0,105,7.8,84.0,524,288,424,100,86,318789.0,45512466.0
2014.0,12,102.0,62,7.8,76.0,109,295,105,268,168,305611.0,177002924.0
2015.0,1,130.0,83,7.8,81.0,6,128,737,730,101,362942.0,70259870.0
2010.0,15,106.0,179,7.8,75.0751828744744,489,585,829,543,922,35713.0,0.0
2010.0,15,144.0,22,7.8,67.0,221,375,117,366,332,111252.0,128392.0
2011.0,8,158.0,129,7.8,71.0,100,145,673,142,826,423010.0,102515793.0
2013.0,14,134.0,37,7.8,82.0,372,604,66,67,136,421244.0,107100855.0
2010.0,8,119.0,22,7.8,74.52271886585882,224,642,687,799,323,62848.0,6460.0
2015.0,8,147.0,87,7.8,72.0,128,465,144,352,663,179264.0,161197785.0
2009.0,8,129.0,129,7.8,79.0,56,263,820,374,384,52758.0,547292.0
2008.0,15,125.0,24,7.8,64.0,186,361,421,879,918,58468.0,0.0
2013.0,14,161.0,56,7.8,66.0,383,264,511,683,495,601408.0,258366855.0
2009.0,14,144.0,154,7.8,82.0,330,129,212,489,879,68715.0,2222647.0
2009.0,8,152.0,129,7.8,76.0,356,440,590,226,530,208994.0,10095170.0
2020.0,8,129.0,156,7.8,77.0,1,175,21,734,399,89896.0,0.0
2020.0,15,117.0,100,7.8,81.0,493,399,762,515,521,33931.0,0.0
2010.0,14,116.0,90,7.8,79.0,106,416,124,24,616,340584.0,93617009.0
2008.0,1,90.0,36,7.8,51.0,388,386,494,228,528,564791.0,145000989.0
2008.0,6,94.0,157,7.8,55.0,306,47,155,724,929,190748.0,9030581.0
2007.0,8,86.0,165,7.8,88.0,235,236,508,309,288,110656.0,9439923.0
2012.0,14,169.0,56,7.8,58.0,383,418,300,683,40,757377.0,303003568.0
2007.0,15,122.0,137,7.8,85.0,132,54,595,840,672,30827.0,741283.0
2007.0,8,123.0,168,7.8,85.0,230,350,327,97,789,251370.0,50927067.0
2011.0,1,100.0,122,7.8,78.0,355,533,99,101,16,571571.0,35061555.0
2007.0,1,157.0,84,7.8,76.0,411,165,680,128,447,392449.0,130164645.0
2009.0,14,162.0,6,7.8,83.0,202,543,837,777,632,1118998.0,760507625.0
2009.0,8,141.0,147,7.8,63.0,197,289,701,192,544,216421.0,3600.0
2006.0,1,139.0,4,7.8,68.0,325,233,642,160,766,291018.0,50866635.0
2006.0,14,101.0,100,7.8,80.0,252,618,737,833,301,439856.0,59891098.0
2007.0,14,121.0,19,7.8,81.0,119,566,579,535,87,463466.0,23637265.0
2008.0,14,166.0,147,7.8,70.0,100,80,105,821,456,589160.0,127509326.0
2004.0,12,192.0,140,7.8,67.0,535,556,628,675,510,49050.0,2921738.0
2005.0,8,94.0,95,7.8,51.0,24,616,491,607,684,45717.0,1305.0
2005.0,5,129.0,172,7.8,82.0,230,350,524,97,210,258924.0,38405088.0
2005.0,12,127.0,90,7.8,68.0,429,37,166,312,851,51980.0,5128124.0
2003.0,14,90.0,67,7.8,73.0,443,561,788,882,66,31658.0,128985.0
2005.0,6,119.0,11,7.8,74.0,262,460,264,128,15,283310.0,25514517.0
2005.0,6,136.0,88,7.8,72.0,208,311,646,271,750,234207.0,119519402.0
2003.0,15,113.0,137,7.8,61.0,337,29,287,285,543,35682.0,15280.0
2004.0,1,123.0,172,7.8,53.0,354,222,326,665,774,520284.0,81001787.0
2004.0,12,126.0,38,7.8,75.0,522,218,671,592,618,96703.0,16756372.0
2002.0,8,109.0,122,7.8,82.0,297,466,60,645,562,42673.0,181655.0
2003.0,6,80.0,74,7.8,91.0,475,444,351,573,646,50622.0,7002255.0
2000.0,15,110.0,30,7.8,58.0,73,379,463,439,504,26518.0,0.0
2002.0,6,131.0,4,7.8,61.0,279,309,274,137,350,129022.0,54234062.0
2001.0,8,99.0,78,7.8,83.0,408,201,784,506,905,60684.0,2892011.0
2000.0,12,113.0,90,7.8,48.0,51,165,814,876,775,198089.0,115654751.0
2000.0,14,120.0,6,7.8,94.0,33,649,552,888,150,253228.0,128078872.0
1999.0,8,101.0,137,7.8,87.0,378,108,505,108,53,89058.0,8264530.0
2000.0,14,143.0,50,7.8,73.0,426,604,285,643,520,524235.0,233632142.0
1999.0,8,108.0,24,7.8,44.0,511,636,706,611,185,227143.0,25812.0
1999.0,14,157.0,91,7.8,84.0,331,531,9,142,195,159886.0,28965197.0
1999.0,5,108.0,86,7.8,71.0,229,276,118,476,153,82855.0,32481825.0
2001.0,12,90.0,67,7.8,84.0,26,620,553,205,124,613941.0,267665011.0
1997.0,14,194.0,172,7.8,75.0,202,382,428,87,485,1046089.0,659325379.0
1997.0,15,103.0,130,7.8,77.19306400578944,477,587,433,682,837,27712.0,233986.0
1997.0,14,106.0,177,7.8,64.0,29,201,791,418,295,280845.0,12339633.0
1997.0,14,129.0,27,7.8,61.0,100,437,157,761,369,345096.0,48323648.0
